"","fatality","time_of_day","day_of_week","month","number_of_colliding_vehicles","heavy_vehicle_involved","accident_at_intersection","inappropriate_turning"
"12308",1,"21","1","3","1","0","1","0"
"12309",1,"21","1","2","1","0","1","0"
"12310",1,"21","1","3","1","0","0","0"
"12311",1,"13","1","3","0","0","0","0"
"12312",1,"9","1","3","1","0","0","0"
"12313",1,"4","5","3","1","0","0","0"
"12314",1,"22","4","2","1","0","0","0"
"12315",1,"22","6","2","1","0","1","0"
"12316",1,"22","2","10","2","0","1","0"
"12317",1,"22","2","3","1","1","0","0"
"12318",1,"8","6","3","2","0","0","0"
"12319",1,"22","3","2","2","0","0","0"
"12320",1,"8","6","10","1","0","1","0"
"12321",1,"18","4","3","1","1","0","0"
"12322",1,"18","6","3","2","0","1","0"
"12323",1,"3","4","12","4","1","0","0"
"12324",1,"3","0","1","2","0","0","0"
"12325",1,"9","0","1","1","0","1","0"
"12326",1,"3","2","12","1","0","0","0"
"12327",1,"3","2","12","0","0","0","0"
"12328",1,"15","2","3","1","0","1","0"
"12329",1,"13","5","3","0","0","1","0"
"12330",1,"20","3","1","4","0","0","0"
"12331",1,"3","5","3","4","0","1","0"
"12332",1,"3","5","12","0","0","0","0"
"12333",1,"3","5","12","1","0","1","0"
"12334",1,"4","2","3","2","0","1","0"
"12335",1,"4","0","1","0","0","1","0"
"12336",1,"20","1","3","4","0","1","0"
"12337",1,"4","1","12","1","0","0","0"
"12338",1,"4","1","3","0","0","0","0"
"12339",1,"20","3","3","1","0","0","0"
"12340",1,"15","1","2","2","0","0","0"
"12341",1,"15","1","3","2","0","1","0"
"12342",1,"9","1","1","2","0","0","0"
"12343",1,"4","3","3","4","0","0","0"
"12344",1,"20","2","3","1","0","0","0"
"12345",1,"4","5","3","2","0","1","0"
"12346",1,"8","0","1","0","0","0","0"
"12347",1,"4","5","3","1","0","0","0"
"12348",1,"8","3","3","4","0","1","0"
"12349",1,"8","4","3","1","0","1","0"
"12350",1,"8","0","1","0","0","0","0"
"12351",1,"8","3","3","1","0","0","0"
"12352",1,"8","2","12","1","0","0","0"
"12353",1,"13","0","3","1","0","0","0"
"12354",1,"13","1","11","2","0","1","0"
"12355",1,"20","4","3","1","0","1","0"
"12356",1,"13","4","3","1","0","1","0"
"12357",1,"13","4","12","2","0","0","0"
"12358",1,"6","4","11","2","0","0","0"
"12359",1,"20","4","3","2","0","1","0"
"12360",1,"13","1","11","2","0","0","0"
"12361",1,"13","4","3","1","0","0","0"
"12362",1,"13","4","11","2","1","1","0"
"12363",1,"13","4","3","1","1","1","0"
"12364",1,"15","3","3","2","0","0","0"
"12365",1,"20","2","3","1","0","1","0"
"12366",1,"19","0","1","1","0","0","0"
"12367",1,"20","3","12","1","0","0","0"
"12368",1,"20","3","3","0","0","1","0"
"12369",1,"19","2","3","0","0","1","0"
"12370",1,"19","3","12","1","0","0","0"
"12371",1,"20","2","12","0","0","1","0"
"12372",1,"19","3","1","2","0","0","0"
"12373",1,"4","5","3","2","0","1","0"
"12374",1,"11","3","1","1","0","0","0"
"12375",1,"13","6","3","0","0","0","0"
"123761",1,"11","6","2","1","0","0","0"
"12377",1,"4","5","2","2","0","1","0"
"12378",1,"20","6","3","1","0","1","0"
"12379",1,"15","6","3","1","0","0","0"
"12380",1,"13","6","1","0","0","1","0"
"12381",1,"11","0","3","0","0","0","0"
"12382",1,"11","6","3","0","0","1","0"
"12383",1,"11","2","3","2","0","1","0"
"12384",1,"2","3","2","2","0","1","0"
"12385",1,"2","3","12","2","0","0","0"
"12386",1,"13","3","3","0","0","1","0"
"12387",1,"4","3","3","1","0","0","0"
"12388",1,"2","3","1","1","0","0","0"
"12389",1,"2","3","3","1","0","0","0"
"12390",1,"4","5","3","1","0","1","0"
"12391",1,"5","1","3","1","0","0","0"
"123921",1,"2","3","1","1","0","0","0"
"12393",1,"9","3","3","1","0","0","0"
"12394",1,"4","4","2","2","1","0","0"
"12395",1,"5","0","2","1","0","1","0"
"12396",1,"20","0","1","1","0","0","0"
"12397",1,"4","4","3","1","0","0","0"
"12398",1,"20","0","12","0","0","0","0"
"12399",1,"8","0","3","1","1","0","0"
"12400",1,"8","0","12","1","0","0","0"
"12401",1,"20","0","2","1","0","1","0"
"12402",1,"5","0","12","2","0","1","0"
"12403",1,"1","3","2","1","0","1","0"
"12404",1,"23","3","1","1","0","0","0"
"12405",1,"23","3","1","4","0","0","0"
"12406",1,"9","6","1","1","0","1","0"
"12407",1,"23","6","2","2","1","1","0"
"12408",1,"9","6","1","1","0","1","0"
"12409",1,"20","3","1","1","0","0","0"
"12410",1,"23","3","1","4","0","1","0"
"12411",1,"9","6","1","2","0","0","0"
"12412",1,"23","0","2","0","0","1","0"
"12413",1,"4","6","2","1","1","1","0"
"12414",1,"4","6","2","1","0","1","0"
"12415",1,"4","0","2","2","0","1","0"
"12416",1,"3","6","2","2","0","0","0"
"12417",1,"6","1","3","1","0","0","0"
"124181",1,"3","2","2","1","0","1","0"
"12419",1,"6","1","3","1","0","1","0"
"12420",1,"4","0","2","2","0","1","0"
"12421",1,"4","1","2","2","0","1","0"
"12422",1,"0","0","6","1","1","0","0"
"12423",1,"4","6","2","1","0","0","0"
"12424",1,"3","6","3","2","0","1","0"
"12425",1,"4","1","2","2","0","0","0"
"12426",1,"4","1","1","2","0","0","0"
"12427",1,"0","0","2","1","0","1","0"
"12428",1,"0","0","2","2","1","0","0"
"12429",1,"4","6","2","1","1","0","0"
"12430",1,"12","0","2","2","0","1","0"
"12431",1,"4","6","2","2","0","0","0"
"12432",1,"4","6","1","2","0","1","0"
"12433",1,"10","1","2","2","0","1","0"
"12434",1,"20","2","12","1","0","1","0"
"12435",1,"4","3","2","4","0","0","0"
"12436",1,"13","6","2","1","0","0","0"
"12437",1,"4","6","1","1","0","0","0"
"12438",1,"4","6","12","1","0","1","0"
"12439",1,"4","0","2","0","0","1","0"
"12440",1,"20","3","2","4","0","0","0"
"12441",1,"4","3","1","4","0","1","0"
"12442",1,"20","6","1","4","0","0","0"
"12443",1,"4","0","1","2","0","0","0"
"12444",1,"9","6","2","1","0","0","0"
"12445",1,"1","6","2","2","0","0","0"
"12446",1,"9","0","2","2","0","1","0"
"12447",1,"20","6","2","4","0","1","0"
"12448",1,"9","0","1","1","0","0","0"
"12449",1,"9","0","1","2","0","0","0"
"12450",1,"20","6","1","4","0","1","0"
"12451",1,"1","2","12","0","0","0","0"
"12452",1,"13","6","1","1","0","1","0"
"12453",1,"1","6","2","2","0","1","0"
"12454",1,"6","0","12","4","0","0","0"
"12455",1,"19","3","2","2","0","0","0"
"12456",1,"6","2","2","2","0","1","0"
"12457",1,"6","0","12","2","0","1","0"
"12458",1,"19","0","2","1","0","1","0"
"12459",1,"8","2","2","1","0","1","0"
"124601",1,"6","0","7","1","1","1","0"
"12461",1,"6","0","8","1","0","1","0"
"12462",1,"19","3","2","1","1","0","0"
"12463",1,"6","2","12","1","0","0","0"
"12464",1,"5","2","2","2","0","1","0"
"12465",1,"4","5","12","1","1","1","0"
"124661",1,"4","0","2","2","1","1","0"
"12467",1,"4","5","10","1","0","1","0"
"12468",1,"4","3","2","1","0","1","0"
"12469",1,"3","5","2","4","0","0","0"
"12470",1,"8","5","10","2","0","1","0"
"12471",1,"19","5","8","2","0","0","0"
"12472",1,"3","5","2","4","1","1","0"
"12473",1,"15","0","10","1","0","0","0"
"12474",1,"3","2","2","1","0","0","0"
"12475",1,"7","1","2","2","0","1","0"
"12476",1,"17","5","2","2","0","1","0"
"12477",1,"0","0","2","2","1","0","0"
"12478",1,"17","6","8","1","0","0","0"
"12479",1,"3","2","2","1","0","1","0"
"12480",1,"7","6","8","2","0","0","0"
"12481",1,"17","1","8","1","1","1","0"
"12482",1,"17","2","2","1","0","1","0"
"12483",1,"0","0","6","2","1","1","0"
"12484",1,"4","2","12","2","1","1","0"
"12485",1,"19","3","2","1","0","1","0"
"12486",1,"19","3","2","2","1","1","0"
"12487",1,"4","3","2","2","0","1","0"
"12488",1,"4","0","2","1","1","0","0"
"12489",1,"4","3","8","1","1","1","0"
"12490",1,"4","0","2","1","0","1","0"
"12491",1,"19","0","2","1","0","0","0"
"12492",1,"3","0","2","1","0","0","0"
"12493",1,"4","2","7","2","1","0","0"
"12494",1,"5","4","2","1","1","1","0"
"12495",1,"5","4","12","2","0","1","0"
"12496",1,"10","2","2","1","1","0","0"
"12497",1,"20","2","2","1","0","1","0"
"12498",1,"1","3","12","2","1","0","0"
"12499",1,"13","4","2","1","0","1","0"
"12500",1,"13","4","1","0","0","1","0"
"12501",1,"13","4","2","1","0","1","0"
"12502",1,"20","4","12","0","1","1","0"
"12503",1,"20","4","12","0","0","0","0"
"12504",1,"6","3","3","1","1","1","0"
"12505",1,"10","3","1","1","0","1","0"
"12506",1,"6","3","3","1","0","0","0"
"12507",1,"17","0","1","2","0","1","0"
"12508",1,"18","0","2","1","0","0","0"
"12509",1,"16","0","2","1","1","0","0"
"12510",1,"10","3","2","1","0","0","0"
"12511",1,"18","0","2","2","0","1","0"
"12512",1,"10","1","2","2","1","1","0"
"12513",1,"18","1","2","1","0","0","0"
"12514",1,"4","4","3","2","0","0","0"
"12515",1,"9","2","1","2","0","0","0"
"12516",1,"0","1","12","1","0","0","0"
"12517",1,"5","1","12","2","0","0","0"
"12518",1,"13","0","2","0","0","1","0"
"12519",1,"0","0","2","2","0","1","0"
"12520",1,"20","3","1","4","0","1","0"
"12521",1,"13","0","2","1","0","1","0"
"12522",1,"5","2","2","1","0","1","0"
"12523",1,"0","4","3","1","1","0","0"
"12524",1,"13","2","2","1","0","1","0"
"12525",1,"12","1","2","2","0","0","0"
"12526",1,"12","2","3","1","0","0","0"
"12527",1,"13","2","1","1","0","0","0"
"12528",1,"9","0","1","1","0","0","0"
"12529",1,"12","4","2","1","1","1","0"
"12530",1,"4","4","3","1","0","0","0"
"12531",1,"9","2","1","1","0","1","0"
"12532",1,"12","0","1","0","0","0","0"
"12533",1,"9","0","2","2","0","0","0"
"12534",1,"20","2","12","1","0","1","0"
"12535",1,"4","2","2","2","0","1","0"
"12536",1,"20","2","1","1","0","1","0"
"12537",1,"20","2","1","2","0","0","0"
"12538",1,"20","3","12","1","0","0","0"
"12539",1,"20","2","2","1","0","0","0"
"12540",1,"4","4","3","1","0","0","0"
"12541",1,"4","4","3","2","1","0","0"
"12542",1,"20","2","2","0","0","0","0"
"12543",1,"13","2","1","1","0","1","0"
"12544",1,"0","0","2","1","0","0","0"
"12545",1,"10","0","2","1","0","1","0"
"12546",1,"10","5","2","2","0","0","0"
"12547",1,"12","5","1","2","0","0","0"
"12548",1,"10","5","6","2","0","1","0"
"12549",1,"10","1","2","2","0","0","0"
"12550",1,"10","6","2","1","1","0","0"
"12551",1,"10","6","2","2","1","1","0"
"12552",1,"10","5","3","1","0","0","0"
"12553",1,"0","5","6","1","1","1","0"
"12554",1,"18","0","1","1","1","1","0"
"12555",1,"18","4","1","1","1","0","0"
"12556",1,"6","4","2","5","0","1","0"
"12557",1,"6","4","3","1","1","0","0"
"12558",1,"18","4","1","2","0","0","0"
"12559",1,"18","0","2","5","0","1","0"
"12560",1,"12","4","2","5","0","1","0"
"12561",1,"18","4","1","1","1","1","0"
"12562",1,"6","1","3","5","1","0","0"
"12563",1,"17","0","2","5","1","0","0"
"12564",1,"6","2","1","1","0","1","0"
"12565",1,"6","0","2","1","0","1","0"
"12566",1,"9","2","1","1","0","1","0"
"12567",1,"9","2","2","1","0","1","0"
"12568",1,"6","2","1","2","0","0","0"
"12569",1,"9","0","1","1","0","0","0"
"12570",1,"6","3","2","4","0","0","0"
"12571",1,"13","0","1","1","0","0","0"
"12572",1,"20","2","2","1","0","0","0"
"12573",1,"9","2","2","2","0","1","0"
"12574",1,"16","2","1","2","0","0","0"
"12575",1,"13","1","5","1","0","1","0"
"12576",1,"17","5","12","1","1","0","0"
"12577",1,"18","5","1","5","1","0","0"
"12578",1,"16","2","1","1","1","1","0"
"12579",1,"3","5","12","2","1","1","0"
"12580",1,"17","5","1","1","1","1","0"
"12581",1,"3","5","5","2","1","0","0"
"12582",1,"3","5","1","2","0","1","0"
"12583",1,"13","5","5","1","0","0","0"
"12584",1,"13","3","1","2","0","1","0"
"12585",1,"4","3","1","1","1","1","0"
"12586",1,"5","3","12","1","0","0","0"
"12587",1,"20","3","1","0","0","0","0"
"12588",1,"15","3","2","2","0","0","0"
"12589",1,"4","3","1","2","0","1","0"
"12590",1,"20","3","1","1","0","0","0"
"12591",1,"4","4","1","1","1","0","0"
"12592",1,"5","3","1","2","0","0","0"
"12593",1,"20","2","1","0","0","0","0"
"12594",1,"20","2","12","1","0","0","0"
"12595",1,"23","4","12","2","0","1","0"
"12596",1,"4","5","2","2","0","1","0"
"12597",1,"4","5","2","2","0","0","0"
"12598",1,"1","3","1","2","0","0","0"
"12599",1,"9","2","1","1","0","0","0"
"12600",1,"5","4","12","2","0","1","0"
"12601",1,"9","2","12","1","0","0","0"
"12602",1,"9","4","1","1","0","1","0"
"12603",1,"9","5","1","1","0","0","0"
"12604",1,"19","3","1","2","0","1","0"
"12605",1,"19","3","10","2","1","0","0"
"12606",1,"3","4","1","4","1","1","0"
"12607",1,"8","2","10","2","0","0","0"
"12608",1,"18","3","1","1","0","1","0"
"12609",1,"19","4","1","4","0","1","0"
"12610",1,"18","3","2","5","0","0","0"
"12611",1,"19","3","2","5","1","0","0"
"12612",1,"19","2","10","2","0","0","0"
"12613",1,"19","2","1","2","0","0","0"
"12614",1,"1","3","12","1","0","1","0"
"12615",1,"1","1","1","1","1","1","0"
"12616",1,"8","4","1","1","1","1","0"
"12617",1,"20","1","1","0","1","1","0"
"12618",1,"17","5","1","2","1","0","0"
"12619",1,"8","4","1","1","0","1","0"
"12620",1,"8","1","1","1","0","1","0"
"12621",1,"4","5","2","1","0","0","0"
"12622",1,"17","1","1","1","0","0","0"
"12623",1,"8","1","12","1","1","0","0"
"12624",1,"9","2","1","1","0","0","0"
"12625",1,"9","0","3","1","0","0","0"
"12626",1,"18","0","1","2","0","0","0"
"12627",1,"9","5","1","1","0","0","0"
"12628",1,"18","5","7","1","1","1","0"
"12629",1,"16","0","2","2","0","0","0"
"12630",1,"18","5","7","2","0","0","0"
"12631",1,"9","0","2","1","0","1","0"
"12632",1,"7","6","8","2","0","0","0"
"12633",1,"9","2","3","1","0","0","0"
"12634",1,"7","6","8","1","0","1","0"
"12635",1,"3","2","3","2","0","1","0"
"12636",1,"3","2","1","2","0","0","0"
"12637",1,"11","1","1","1","0","0","0"
"12638",1,"0","5","1","2","0","1","0"
"12639",1,"11","5","1","2","0","1","0"
"12640",1,"7","6","8","2","1","1","0"
"12641",1,"6","5","3","1","0","1","0"
"12642",1,"11","1","1","2","0","1","0"
"12643",1,"11","1","3","2","0","1","0"
"12644",1,"9","5","2","2","0","1","0"
"12645",1,"9","5","12","1","0","0","0"
"12646",1,"8","5","10","1","1","1","0"
"12647",1,"18","3","1","2","1","0","0"
"12648",1,"9","4","1","1","0","1","0"
"12649",1,"9","5","1","1","1","0","0"
"12650",1,"9","5","12","2","0","1","0"
"12651",1,"9","3","1","2","1","0","0"
"12652",1,"5","5","12","2","1","0","0"
"12653",1,"18","3","2","2","1","1","0"
"12654",1,"4","1","12","1","0","1","0"
"12655",1,"23","1","12","1","0","1","0"
"12656",1,"23","1","1","1","0","1","0"
"12657",1,"20","2","1","1","0","0","0"
"12658",1,"4","1","12","2","0","0","0"
"12659",1,"4","4","1","1","0","1","0"
"12660",1,"20","4","1","0","0","0","0"
"12661",1,"1","3","12","2","0","0","0"
"12662",1,"4","4","1","1","0","1","0"
"12663",1,"4","1","12","1","0","1","0"
"12664",1,"17","1","1","2","0","1","0"
"12665",1,"17","2","2","2","0","0","0"
"12666",1,"17","3","1","2","0","1","0"
"12667",1,"4","3","1","1","0","0","0"
"12668",1,"17","3","1","1","0","1","0"
"12669",1,"17","1","12","1","0","0","0"
"12670",1,"17","3","1","1","1","0","0"
"12671",1,"5","3","12","2","0","1","0"
"12672",1,"20","2","1","1","0","0","0"
"12673",1,"17","3","1","1","0","0","0"
"12674",1,"8","4","12","4","1","1","0"
"12675",1,"4","5","2","1","0","1","0"
"12676",1,"13","4","1","4","1","1","0"
"12677",1,"4","1","1","2","0","0","0"
"12678",1,"1","1","12","2","0","0","0"
"12679",1,"20","2","12","0","0","1","0"
"12680",1,"13","4","1","4","1","0","0"
"12681",1,"13","1","12","2","0","0","0"
"12682",1,"23","1","1","1","0","1","0"
"12683",1,"1","1","1","1","1","1","0"
"12684",1,"20","2","1","0","0","1","0"
"12685",1,"18","0","1","1","0","1","0"
"12686",1,"18","0","1","1","0","1","0"
"12687",1,"18","2","1","1","0","1","0"
"12688",1,"15","2","1","1","0","1","0"
"12689",1,"18","2","1","2","0","1","0"
"12690",1,"15","2","1","1","0","1","0"
"12691",1,"5","1","1","2","0","0","0"
"12692",1,"18","0","12","2","0","1","0"
"12693",1,"18","0","2","2","0","1","0"
"12694",1,"3","6","1","2","0","0","0"
"12695",1,"3","6","1","2","0","0","0"
"12696",1,"4","6","1","1","0","0","0"
"12697",1,"4","4","1","1","0","1","0"
"12698",1,"4","4","1","2","0","0","0"
"12699",1,"3","2","1","1","0","0","0"
"12700",1,"4","6","1","1","0","1","0"
"12701",1,"0","4","1","2","0","1","0"
"12702",1,"4","6","1","1","0","0","0"
"12703",1,"4","6","3","1","0","1","0"
"12704",1,"7","4","1","1","0","1","0"
"12705",1,"6","1","1","3","0","0","0"
"12706",1,"23","4","1","3","1","1","0"
"12707",1,"7","6","1","1","1","1","0"
"12708",1,"23","5","1","3","1","0","0"
"12709",1,"3","2","3","1","0","1","0"
"12710",1,"6","4","1","3","0","0","0"
"12711",1,"6","1","3","3","0","0","0"
"12712",1,"0","4","6","3","0","1","0"
"12713",1,"0","0","6","1","1","0","0"
"12714",1,"0","2","1","2","1","0","0"
"12715",1,"19","3","1","2","1","0","0"
"12716",1,"0","4","7","2","1","0","0"
"12717",1,"19","3","8","1","1","1","0"
"12718",1,"19","4","8","2","0","1","0"
"12719",1,"23","4","1","2","1","1","0"
"12720",1,"19","4","8","1","0","1","0"
"12721",1,"19","3","8","2","0","1","0"
"12722",1,"0","4","12","2","0","1","0"
"12723",1,"8","2","10","2","0","1","0"
"12724",1,"18","2","1","0","0","1","0"
"12725",1,"15","2","1","1","0","1","0"
"12726",1,"5","1","1","1","0","0","0"
"12727",1,"18","3","1","2","0","1","0"
"12728",1,"15","3","1","2","0","0","0"
"12729",1,"18","4","3","1","0","0","0"
"12730",1,"18","3","1","0","0","1","0"
"12731",1,"18","1","12","2","0","0","0"
"12732",1,"18","2","2","2","0","0","0"
"12733",1,"18","5","2","1","0","0","0"
"12734",1,"5","0","8","5","1","0","0"
"12735",1,"5","0","1","1","0","1","0"
"12736",1,"5","0","3","2","0","1","0"
"12737",1,"18","5","7","5","1","0","0"
"12738",1,"4","4","3","5","1","1","0"
"12739",1,"2","0","11","5","0","1","0"
"12740",1,"5","0","1","1","0","1","0"
"12741",1,"2","0","11","2","1","1","0"
"12742",1,"2","4","1","2","1","1","0"
"12743",1,"7","6","8","1","1","0","0"
"12744",1,"11","4","11","1","0","1","0"
"12745",1,"3","2","11","2","1","1","0"
"12746",1,"3","4","1","1","1","1","0"
"12747",1,"20","3","12","1","0","1","0"
"12748",1,"13","4","1","1","0","1","0"
"12749",1,"17","4","1","2","1","0","0"
"12750",1,"3","4","12","1","0","1","0"
"12751",1,"3","4","12","1","1","1","0"
"12752",1,"20","3","11","2","1","0","0"
"12753",1,"3","3","11","2","1","0","0"
"12754",1,"16","5","12","1","0","1","0"
"12755",1,"16","3","12","2","0","0","0"
"12756",1,"16","3","1","2","0","1","0"
"12757",1,"13","0","12","1","0","1","0"
"12758",1,"16","3","2","2","0","0","0"
"12759",1,"16","4","12","2","1","0","0"
"12760",1,"13","3","1","0","0","1","0"
"12761",1,"16","2","2","2","0","0","0"
"12762",1,"16","0","12","1","0","0","0"
"127631",1,"16","4","3","1","1","0","0"
"12764",1,"5","2","2","1","0","0","0"
"12765",1,"4","2","2","1","0","1","0"
"12766",1,"16","5","12","1","0","1","0"
"12767",1,"12","5","12","1","1","0","0"
"12768",1,"0","2","2","1","1","0","0"
"12769",1,"5","2","2","1","1","0","0"
"12770",1,"5","1","12","1","1","1","0"
"12771",1,"4","2","12","2","0","0","0"
"12772",1,"5","2","12","1","1","0","0"
"127732",1,"12","0","1","1","0","0","0"
"12774",1,"20","4","11","0","0","1","0"
"12775",1,"4","5","12","2","0","0","0"
"12776",1,"20","3","12","1","0","0","0"
"12777",1,"14","3","1","1","0","1","0"
"12778",1,"9","4","12","1","0","1","0"
"12779",1,"20","4","11","1","0","0","0"
"12780",1,"14","4","12","2","0","1","0"
"12781",1,"14","0","12","0","0","1","0"
"12782",1,"14","3","12","1","0","0","0"
"12783",1,"14","3","1","1","0","1","0"
"12784",1,"3","2","12","4","1","0","0"
"12785",1,"4","4","2","2","0","1","0"
"12786",1,"3","5","2","1","1","0","0"
"12787",1,"3","4","12","2","1","0","0"
"12788",1,"3","4","2","4","1","0","0"
"12789",1,"3","1","12","1","0","1","0"
"12790",1,"16","4","12","4","0","1","0"
"12791",1,"3","1","2","4","1","0","0"
"12792",1,"12","4","2","4","0","1","0"
"12793",1,"4","4","12","4","1","0","0"
"12794",1,"4","2","3","1","0","1","0"
"12795",1,"4","4","3","2","1","1","0"
"12796",1,"13","0","11","0","0","1","0"
"12797",1,"20","0","11","0","0","0","0"
"12798",1,"13","2","12","1","0","0","0"
"12799",1,"20","2","12","1","0","0","0"
"12800",1,"20","2","12","1","0","1","0"
"12801",1,"13","3","12","4","0","1","0"
"12802",1,"13","4","3","1","0","1","0"
"12803",1,"4","2","3","2","0","1","0"
"128041",1,"4","2","3","1","1","1","0"
"12805",1,"17","0","12","1","1","0","0"
"12806",1,"19","3","3","5","1","1","0"
"12807",1,"4","6","12","1","0","0","0"
"12808",1,"5","2","12","1","1","1","0"
"12809",1,"19","3","3","1","1","0","0"
"12810",1,"17","2","1","1","1","1","0"
"12811",1,"15","2","12","1","0","0","0"
"12812",1,"15","3","3","0","1","0","0"
"12813",1,"4","3","12","1","0","0","0"
"12814",1,"4","1","12","2","1","0","0"
"12815",1,"9","1","2","1","0","1","0"
"12816",1,"9","4","3","2","1","1","0"
"12817",1,"4","4","12","1","0","0","0"
"12818",1,"9","4","12","1","0","0","0"
"12819",1,"9","1","1","4","0","1","0"
"12820",1,"9","3","1","4","0","0","0"
"12821",1,"9","4","12","2","1","0","0"
"12822",1,"9","1","1","4","0","1","0"
"12823",1,"15","2","2","1","0","0","0"
"12824",1,"4","0","12","1","1","1","0"
"12825",1,"17","3","12","4","1","1","0"
"12826",1,"17","0","12","0","0","0","0"
"12827",1,"17","0","12","1","1","0","0"
"12828",1,"20","0","1","4","1","0","0"
"12829",1,"17","4","12","1","0","1","0"
"12830",1,"17","2","12","2","0","1","0"
"12831",1,"10","4","10","0","0","0","0"
"12832",1,"4","5","12","2","0","0","0"
"12833",1,"17","0","1","4","0","0","0"
"12834",1,"4","5","12","1","0","0","0"
"12835",1,"10","5","2","2","0","0","0"
"12836",1,"13","0","1","0","0","0","0"
"12837",1,"10","5","12","0","0","0","0"
"12838",1,"13","5","1","0","0","0","0"
"12839",1,"10","5","12","0","0","0","0"
"12840",1,"10","5","12","1","0","0","0"
"12841",1,"10","5","1","1","0","0","0"
"12842",1,"10","3","1","1","0","0","0"
"12843",1,"10","0","12","1","0","0","0"
"12844",1,"22","5","12","1","0","1","0"
"12845",1,"22","0","12","1","0","1","0"
"12846",1,"22","1","3","2","0","1","0"
"12847",1,"16","5","2","2","0","0","0"
"12848",1,"22","1","12","2","0","1","0"
"12849",1,"6","1","12","1","0","1","0"
"12850",1,"0","0","6","1","0","1","0"
"12851",1,"22","1","3","1","0","0","0"
"12852",1,"18","4","7","1","0","0","0"
"12853",1,"22","4","3","1","0","1","0"
"128541",1,"15","2","12","2","0","0","0"
"12855",1,"4","1","12","2","0","0","0"
"12856",1,"22","1","12","2","0","1","0"
"12857",1,"13","1","1","1","0","1","0"
"12858",1,"22","1","1","0","0","0","0"
"12859",1,"15","2","12","1","0","1","0"
"12860",1,"4","1","2","1","0","0","0"
"12861",1,"22","0","1","1","0","1","0"
"12862",1,"4","4","12","1","1","0","0"
"12863",1,"4","4","3","1","1","0","0"
"12864",1,"15","2","12","2","0","0","0"
"12865",1,"6","5","12","2","0","0","0"
"12866",1,"6","0","1","4","0","0","0"
"12867",1,"20","0","1","4","0","0","0"
"12868",1,"6","3","1","1","0","1","0"
"12869",1,"15","2","12","2","0","1","0"
"12870",1,"4","0","3","1","0","1","0"
"12871",1,"6","2","2","1","0","1","0"
"12872",1,"4","4","3","1","0","0","0"
"128731",1,"6","5","12","2","0","0","0"
"12874",1,"13","0","12","0","0","0","0"
"12875",1,"15","6","2","2","0","1","0"
"12876",1,"15","5","12","1","0","1","0"
"12877",1,"4","4","3","1","0","0","0"
"12878",1,"15","0","1","1","0","0","0"
"12879",1,"15","6","12","1","0","0","0"
"12880",1,"15","6","3","2","1","1","0"
"12881",1,"15","6","12","2","1","0","0"
"12882",1,"4","6","12","1","0","0","0"
"12883",1,"15","0","1","2","0","0","0"
"12884",1,"0","0","12","1","1","0","0"
"12885",1,"0","4","2","2","0","0","0"
"12886",1,"22","5","2","1","0","0","0"
"12887",1,"22","0","6","1","0","0","0"
"12888",1,"22","6","2","1","0","1","0"
"12889",1,"0","0","6","1","1","1","0"
"12890",1,"6","6","3","2","0","0","0"
"12891",1,"22","2","12","1","0","1","0"
"12892",1,"0","0","12","1","1","0","0"
"12893",1,"22","6","2","2","0","0","0"
"12894",1,"17","5","2","1","0","0","0"
"12895",1,"17","6","12","2","0","0","0"
"12896",1,"17","6","1","1","0","0","0"
"12897",1,"17","5","2","2","0","0","0"
"12898",1,"17","4","12","1","0","1","0"
"12899",1,"13","6","1","1","0","1","0"
"12900",1,"17","6","1","2","0","0","0"
"12901",1,"9","6","1","2","0","0","0"
"12902",1,"4","5","2","2","0","0","0"
"12903",1,"17","5","2","2","0","1","0"
"12904",1,"23","3","12","5","1","0","0"
"12905",1,"5","4","12","1","0","1","0"
"12906",1,"23","4","12","1","0","0","0"
"12907",1,"23","3","12","1","0","0","0"
"12908",1,"23","3","12","5","1","1","0"
"12909",1,"23","1","5","2","0","1","0"
"12910",1,"23","1","5","1","1","0","0"
"12911",1,"23","3","12","1","0","0","0"
"12912",1,"23","4","2","1","1","0","0"
"12913",1,"5","4","2","0","0","0","0"
"12914",1,"13","0","1","0","0","1","0"
"12915",1,"5","4","12","2","0","1","0"
"12916",1,"4","2","12","2","1","1","0"
"12917",1,"5","2","12","0","0","0","0"
"12918",1,"5","4","12","2","0","0","0"
"12919",1,"5","2","12","1","0","0","0"
"12920",1,"5","4","12","2","1","0","0"
"12921",1,"4","4","3","1","0","0","0"
"12922",1,"5","2","12","1","0","0","0"
"12923",1,"5","0","12","2","0","1","0"
"12924",1,"11","2","12","2","0","0","0"
"12925",1,"4","2","12","1","0","0","0"
"12926",1,"11","2","12","2","0","0","0"
"12927",1,"11","2","1","1","0","0","0"
"12928",1,"13","0","1","0","0","1","0"
"12929",1,"4","4","12","2","0","1","0"
"12930",1,"11","2","12","1","0","1","0"
"12931",1,"4","5","12","1","0","1","0"
"12932",1,"11","0","12","2","0","0","0"
"12933",1,"4","2","12","1","0","0","0"
"12934",1,"6","2","2","1","0","1","0"
"12935",1,"20","2","12","4","0","1","0"
"12936",1,"6","5","2","1","0","1","0"
"12937",1,"6","2","12","2","0","1","0"
"12938",1,"6","3","12","1","0","1","0"
"12939",1,"6","2","12","1","0","0","0"
"12940",1,"20","2","12","4","0","1","0"
